81,7
847,9
81,8
425,0
456,0
694,1
162,9
728,4
211,5
237,6
495,6
528,8
47,7
287,8
790,5
541,8
387,1
429,6
737,1
485,6
413,0
194,3
433,7
78,4
159,3
957,1
189,9
0,5
888,8
703,5
451,0
605,6
266,8
561,2
783,6
563,6
2,8
447,4
577,3
996,0
623,3
137,3
241,9
33,3
891,2
878,6
546,7
940,3
552,3
205,8
425,1
515,7
687,0
410,5
590,2
98,3
591,2
384,7
267,7
271,4
726,2
981,9
66,0
493,6
819,1
52,5
885,0
387,9
528,8
384,3
224,7
612,2
616,9
540,6
51,6
640,1
844,4
305,3
801,0
602,8
767,1
578,4
822,3
342,8
743,8
166,0
535,0
904,2
657,5
371,9
430,3
700,9
720,3
870,4
247,0
565,2
829,0
48,6
695,6
200,6
629,2
831,7
886,0
399,2
447,2
888,1
103,8
318,6
19,7
157,2
675,1
853,5
417,3
470,6
386,2
520,0
922,9
661,0
420,9
954,4
60,1
181,7
516,0
39,7
533,1
804,5
509,5
719,4
40,2
740,0
284,3
235,3
421,0
574,9
70,6
338,2
544,5
174,7
524,3
606,8
352,0
622,1
117,1
265,2
479,2
129,1
721,5
511,3
53,6
859,7
408,8
528,3
774,4
375,4
106,7
286,7
114,8
259,6
723,4
587,7
374,9
531,6
983,8
516,6
477,2
36,1
105,2
789,8
887,0
409,8
159,1
602,8
345,1
653,0
120,1
405,6
509,6
556,5
580,4
477,7
478,5
993,0
808,1
265,8
884,2
23,2
673,2
253,8
527,6
48,3
731,4
306,0
531,2
677,2
654,3
330,6
187,2
604,1
193,8
956,5
922,5
494,6
999,4
420,4
759,7
124,7
853,4
475,0
89,4
545,9
581,1
51,5
629,3
695,2
372,5
377,2
973,7
759,7
780,5
406,4
544,3
894,2
33,4
610,0
395,4
523,0
909,7
645,1
208,8
734,9
354,1
587,6
10,1
267,1
849,8
920,4
401,0
973,6
466,5
110,2
913,4
959,5
446,1
244,3
436,7
488,3
925,6
219,0
114,0
176,0
51,4
619,6
913,5
541,2
239,4
221,4
701,0
485,8
864,0
216,9
582,6
813,6
322,1
555,7
963,7
758,2
179,5
333,0
627,4
552,8
37,7
969,2
346,9
104,6
314,9
223,2
764,9
730,9
953,0
894,5
721,3
401,8
757,4
262,3
721,0
315,0
492,2
591,8
401,7
912,5
516,2
283,5
769,0
694,8
590,7
882,4
370,2
268,6
526,6
825,8
762,3
251,1
713,9
93,0
937,6
841,0
798,5
401,8
718,2
735,5
681,8
356,7
74,9
573,1
161,0
92,4
214,8
63,5
748,0
40,2
390,6
799,0
794,0
351,6
601,2
60,4
13,2
898,7
93,0
53,8
601,6
188,1
577,2
817,7
284,0
907,2
945,5
248,0
904,2
752,5
114,7
453,1
173,1
195,0
45,7
299,8
399,5
775,3
340,0
539,3
551,2
778,1
106,9
615,5
511,8
314,3
836,5
360,6
906,3
128,1
612,9
