0253,434
0925,510
0588,543
0513,498
0667,375
0717,357
0552,468
0058,465
0018,338
0044,421
0451,471
0204,445
0108,483
0246,437
0801,373
0100,429
0047,475
0901,358
0980,377
0655,504
0307,522
0670,479
0331,419
0541,465
0470,518
0645,404
0216,488
0172,453
0675,399
0401,418
0799,508
0437,402
0792,457
0633,491
0302,402
0931,541
0518,491
0938,467
0998,462
0175,423
0569,458
0629,506
0922,442
0850,511
0472,489
0578,464
0924,469
0483,540
0951,453
0611,517
0247,408
0740,423
0758,471
0798,416
0191,490
0318,425
0155,461
0146,436
0109,497
0607,447
0064,387
0116,570
0466,445
0300,374
0422,437
0840,489
0149,357
0595,514
0079,488
0713,406
0095,377
0672,578
0267,481
0074,413
0337,470
0559,436
0029,556
0622,495
0766,487
0476,497
0190,385
0948,343
0544,391
0580,401
0224,459
0408,470
0795,462
0042,353
0447,484
0342,486
0148,336
0751,484
0760,396
0794,456
0394,480
0876,510
0480,398
0993,427
0017,443
0514,507
0201,401
0577,486
0926,423
0985,424
0662,406
0477,538
0488,490
0635,510
0156,473
0500,376
0078,510
0152,385
0290,512
0869,533
0317,444
0227,390
0949,470
0499,510
0270,496
0491,503
0871,427
0628,507
0861,439
0072,417
0638,484
0281,427
0856,419
0075,362
0874,433
0802,418
0167,404
0754,456
0119,424
0661,466
0251,423
0296,525
0644,438
0886,477
0176,465
0621,448
0986,516
0808,342
0769,357
0383,417
0357,471
0478,534
0516,514
0183,522
0741,496
0040,447
0517,402
0417,495
0272,395
0933,448
0600,446
0081,435
0546,503
0405,508
0354,481
0827,447
0440,384
0773,371
0540,405
0199,445
0805,443
0977,382
0867,515
0764,428
0649,312
0053,373
0154,437
0536,398
0707,412
0161,431
0013,474
0521,474
0050,459
0502,480
0222,397
0086,564
0663,442
0158,490
0978,443
0439,502
0211,426
0171,432
0341,385
0373,418
0947,400
0257,385
0671,440
0185,473
0547,417
0648,420
0785,370
0831,497
0775,602
0697,492
0431,435
0326,432
0512,506
0035,304
0853,499
0620,453
0738,362
0390,402
0942,429
0359,394
0637,495
0278,445
0219,460
0688,405
0603,357
0534,346
0280,456
0031,376
0111,400
0434,419
0755,490
0508,480
0616,484
0735,451
0877,456
0046,377
0065,431
0694,434
0917,462
0362,532
0490,437
0727,444
0839,416
0048,433
0501,419
0820,375
0955,475
0708,463
0519,418
0020,401
0557,437
0960,465
0174,491
0114,496
0973,446
0291,479
0460,580
0971,462
0889,356
0349,364
0396,398
0828,477
0130,492
0789,456
0551,515
0220,419
0851,377
0173,487
0055,443
0006,552
0097,432
0896,433
0590,462
0651,522
0215,417
0256,426
0528,531
0387,431
0045,406
0007,450
0484,421
0436,456
0916,454
0449,494
0807,445
0450,395
0384,653
0129,463
0208,411
0233,461
0062,438
0749,445
0761,409
0783,496
0991,512
0498,451
0027,457
0639,468
0606,470
0653,445
0906,489
0858,399
0063,498
0312,360
0462,512
0461,486
0141,495
0142,455
0087,401
0323,537
0903,552
0380,432
0376,473
0613,361
0702,443
0904,493
0268,385
0597,489
0921,515
0471,464
0586,468
0427,414
0994,400
0825,396
0328,456
0252,473
0080,455
0068,541
0656,471
0056,419
0308,449
0159,426
0849,470
0813,403
0907,498
0128,353
0558,410
0537,381
0259,486
0293,510
0182,509
0893,399
0443,400
0416,450
0430,467
0636,434
0995,467
0848,445
0860,432
0818,428
0565,418
0421,493
0023,485
0545,382
0179,423
0398,342
0325,454
0722,455
0685,490
0706,530
0811,478
0699,383
0368,369
0640,515
0150,442
0979,505
0399,427
0306,546
0678,414
0538,443
0367,449
0495,429
0887,407
0943,371
0397,479
0206,321
0734,514
0244,421
0710,398
0197,380
0810,456
0803,494
0844,377
0409,415
0453,533
0700,402
0503,412
0690,497
0070,359
0841,396
0344,491
0455,453
0814,402
0930,404
0169,400
0736,475
0693,387
0231,360
0311,457
0452,462
0705,387
0796,432
0957,414
0487,517
0941,475
0562,400
0456,430
0894,465
0057,478
0927,364
0533,448
0587,529
0989,430
0747,411
0077,482
0992,411
0144,404
0242,465
0041,400
0695,474
0816,427
0459,461
0374,442
0407,395
0193,452
0879,439
0245,436
0897,444
0112,448
0902,429
0136,400
0961,534
0659,437
0445,432
0295,377
0392,383
0168,359
0730,495
0676,396
0489,481
0157,446
0523,448
0126,560
0012,419
0406,457
0382,411
0474,496
0287,485
0913,475
0582,388
0223,464
0526,525
0797,435
0786,512
0203,405
0854,484
0294,435
0066,445
0692,462
0131,353
0609,406
0842,420
0410,498
0819,412
0815,433
0905,417
0767,428
0822,471
0555,489
0432,427
0228,508
0121,471
0347,420
0834,517
0052,361
0575,481
0026,386
0763,470
0091,436
0255,502
0711,478
0122,453
0196,501
0679,501
0486,487
0321,475
0322,502
0348,488
0485,415
0411,379
0984,368
0664,430
0014,422
0051,440
0165,381
0217,526
0625,407
0608,410
0212,477
0365,361
0716,470
0127,428
0895,493
0314,447
0135,426
0355,377
0911,442
0446,322
0873,445
0140,380
0673,427
0573,547
0791,445
0936,449
0088,511
0826,452
0579,475
0043,438
0441,485
0953,457
0497,421
0054,481
0568,489
0744,395
0125,464
0549,346
0900,516
0870,414
0103,508
0604,451
0377,452
0987,471
0424,496
0824,529
0946,445
0124,493
0883,465
0101,431
0147,389
0759,470
0107,509
0379,438
0425,435
0944,462
0605,480
0024,391
0746,410
0163,464
0780,407
0457,494
0935,427
0686,403
0275,501
0243,469
0779,472
0180,416
0884,446
0650,410
0164,471
0039,458
0210,435
0560,493
0838,500
0847,409
0959,423
0132,409
0115,523
0932,492
0327,438
0704,412
0285,498
0509,415
0928,461
0997,516
0626,460
0745,509
0589,434
0665,420
0276,625
0412,313
0137,444
0952,478
0596,491
0865,469
0999,435
0817,394
0553,407
0804,500
0016,465
0709,406
0868,483
0400,510
0524,342
0677,472
0837,442
0009,511
0292,481
0515,524
0657,451
0594,461
0968,533
0506,519
0714,403
0967,417
0192,574
0008,346
0658,462
0096,398
0442,485
0038,360
0469,448
0166,518
0010,493
0037,380
0937,403
0939,439
0241,543
0420,435
0060,410
0338,435
0352,456
0187,421
0269,431
0964,416
0684,456
0001,395
0772,444
0386,408
0619,479
0273,365
0454,433
0737,482
0720,496
0479,531
0351,456
0510,419
0593,394
0186,484
0888,466
0556,508
0089,469
0880,511
0571,386
0529,408
0855,525
0120,486
0660,391
0929,541
0082,371
0083,463
0254,386
0630,469
0522,450
0748,413
0003,425
0576,546
0669,474
0181,456
0774,474
0733,421
0258,437
0859,426
0250,473
0532,351
0372,454
0945,420
0972,562
0843,470
0934,453
0481,388
0531,400
0969,486
0262,462
0085,524
0032,418
0123,409
0525,449
0286,445
0330,461
0404,548
0583,470
0099,406
0265,431
0221,493
0094,398
0974,471
0104,478
0364,490
0444,425
0666,353
0554,383
0389,478
0680,486
0388,431
0731,423
0543,582
0090,425
0770,541
0059,502
0954,452
0289,415
0833,415
0419,489
0723,526
0627,495
0912,511
0601,442
0423,475
0899,424
0845,434
0340,472
0778,471
0118,457
0189,400
0320,396
0729,443
0962,480
0260,468
0790,490
0511,425
0353,365
0505,498
0402,326
0564,419
0363,502
0712,370
0015,464
0213,446
0689,430
0982,463
0674,411
0668,366
0334,431
0110,462
0732,402
0385,361
0643,478
0303,457
0435,421
0194,464
0703,457
0983,422
0036,517
0209,443
0361,459
0336,466
0724,465
0160,436
0492,403
0898,416
0319,403
0726,516
0762,565
0195,453
0313,446
0835,474
0022,427
0535,438
0356,524
0236,449
0288,447
0005,487
0381,385
0178,367
0654,429
0852,479
0890,522
0329,422
0105,304
0370,489
0299,473
0830,439
0391,377
0414,463
0030,477
0920,427
0864,465
0214,417
0428,508
0482,466
0996,504
0623,482
0371,439
0581,503
0350,482
0631,447
0339,514
0468,372
0184,360
0429,502
0963,442
0832,514
0975,373
0776,434
0393,494
0981,483
0846,397
0061,484
0274,467
0908,425
0561,520
0106,503
0343,514
0504,447
0069,533
0914,367
0170,450
0139,379
0264,441
0698,510
0207,557
0970,452
0034,406
0448,337
0473,470
0809,463
0777,433
0358,498
0739,468
0369,434
0415,365
0418,423
0829,448
0475,474
0950,513
0232,455
0345,415
0378,457
0297,397
0646,402
0366,473
0765,462
0375,537
0781,379
0634,411
0279,474
0836,429
0862,462
0113,477
0863,469
0632,439
0426,416
0591,561
0093,338
0812,405
0084,444
0305,556
0821,421
0316,406
0567,489
0117,484
0757,542
0021,575
0602,435
0333,328
0585,351
0225,414
0261,525
0301,507
0067,430
0784,507
0918,491
0403,485
0433,405
0885,473
0592,383
0909,416
0283,419
0071,510
0530,409
0682,462
0309,455
0249,417
0025,512
0683,411
0742,375
0966,484
0788,477
0493,374
0346,504
0248,396
0134,480
0133,464
0240,457
0919,398
0574,505
0617,514
0624,464
0033,436
0315,474
0787,401
0857,379
0990,462
0304,467
0752,460
0866,341
0641,540
0965,486
0458,348
0162,482
0202,500
0465,369
0282,432
0218,403
0266,453
0615,405
0496,496
0642,459
0691,422
0923,337
0572,433
0878,507
0940,437
0098,488
0701,394
0681,490
0102,365
0725,422
0000,432
0743,406
0235,536
0277,397
0229,542
0599,465
0806,422
0335,470
0145,430
0793,425
0768,457
0584,406
0332,384
0271,456
0956,377
0976,482
0153,399
0915,390
0200,385
0494,510
0360,410
0910,409
0298,509
0696,503
0028,351
0800,482
0004,546
0049,437
0728,398
0598,574
0771,359
0891,428
0721,472
0527,460
0143,486
0076,379
0614,447
0237,490
0882,564
0263,436
0151,437
0542,431
0177,514
0395,485
0092,417
0548,391
0002,433
0198,495
0438,522
0875,488
0782,391
0238,393
0618,433
0652,461
0719,473
0188,353
0892,433
0324,491
0550,446
0687,470
0467,396
0413,442
0205,480
0520,459
0610,462
0239,494
0753,475
0310,468
0138,428
0872,405
0566,428
0988,445
0958,404
0539,479
0226,431
0881,475
0750,397
0647,391
0563,532
0230,367
0756,446
0612,531
0823,397
0718,426
0715,406
0073,440
0284,443
0464,503
0234,440
0507,507
0019,481
0570,422
0011,517
0463,523
